༼ཅོ་༽ ༡པ།,༼པེ་༽ ཕྱིར།_།གཅིག་ཏུ་དགེ་བའི་ཆོས་ཀྱི་,༼སྣར་༽ ཕྱིར།_།གཅིག་ཏུ་དགེ་བའི་ཆོས་ཀྱི་,
,,,
མཆན་6པ།,༼སྡེ་༽ དང་པོར་མངོན་པར་མཐོ་བའི་ཆོས།_།ཕྱིས་,ཕྱིས་,བཤད་དེ།_།དམ་པའི་ཆོས་ཀྱི་སྣོད་ལ་ནི།_།ཆོས་འགྲུབ་འགྱུར་ཏེ་གང་ཞིག་ལ།_།དང་པོར་མངོན་པར་མཐོ་བའི་ཆོས།_།ཕྱིས་
༼ཅོ་༽ ༡པ།,༼པེ་༽ ལ།_།དང་པོར་མངོན་པར་མཐོ་བའི་ཆོས།_།ཕྱིར་,༼སྣར་༽ ༡པ།,
,,,
ཤོག་གྲངས་289པར་ཡོད་པའི་མཆན་7པ།,༼སྡེ་༽ པ་ཅན་ཞེས་བྱ།_།ངེས་པར་ལེགས་པའི་,པའི་,ནི་ངེས་པར་ལེགས་འབྱུང་བ།_།གང་ཕྱིར་མངོན་པར་མཐོ་ཐོབ་ནས།_།རིམ་གྱིས་ངེས་པར་ལེགས་པ་འོང་།_།_དེ་ལ་མངོན་མཐོ་བདེ་བ་སྟེ།_།ངེས་པར་ལེགས་པ་ཐར་པར་འདོད།_།དེ་ཡི་བསྒྲུབ་པ་མདོར་བསྡུ་ན།_།མདོར་ན་དད་དང་ཤེས་རབ་པོ།_།དད་ཅན་ཉིད་ཕྱིར་ཆོས་ལ་བརྟེན།_།ཤེས་རབ་ལྡན་ཕྱིར་ཡང་དག་རིག_།འདི་གཉིས་གཙོ་བོ་ཤེས་རབ་སྟེ།_།འདི་སྔོན་འགྲོ་བ་དད་པ་ཡིན།_།འདུན་དང་ཞེ་སྡང་འཇིགས་པ་དང་།_།རྨོངས་པས་གང་ཞིག་ཆོས་མི་འདའ།_།དེ་ནི་དད་པ་ཅན་ཞེས་བྱ།_།ངེས་པར་ལེགས་པའི་
༼ཅོ་༽ ༡པ།,༼པེ་༽ ནི་དད་པ་ཅན་ཞེས་བྱ།_།ངེས་པར་ལེགས་པས་,༼སྣར་༽ ནི་དད་པ་ཅན་ཞེས་བྱ།_།ངེས་པར་ལེགས་པས་,
,,,
མཆན་8པ།,༼སྡེ་༽ ཏུ་བྱེད་པ་དེ་མཁས་པ།_།མི་གསོད་,གསོད་,སྣོད་མཆོག་ཡིན།_།གང་ཞིག་ལུས་ངག་ཡིད་ཀྱི་ལས།_།ཐམས་ཅད་ལེགས་པར་ཡོངས་བརྟགས་ཏེ།_།བདག་དང་གཞན་ལ་ཕན་ཤེས་ནས།_།རྟག་ཏུ་བྱེད་པ་དེ་མཁས་པ།_།མི་གསོད་
༼ཅོ་༽ ༡པ།,༼པེ་༽ ༡པ།,༼སྣར་༽ །_།རྟག་ཏུ་བྱེད་པ་དེ་མཁས་པ།_།མི་བསོད་,
,,,
མཆན་9པ།,༼སྡེ་༽ སྟེ།_།མདོར་ན་ཆོས་ནི་དེ་ཡིན་ནོ,ནོ,པ་དང་རྐུ་སྤོང་དང་།_།གཞན་གྱི་ཆུང་མ་སྦོད་བ་དང་།_།ལོག་དང་ཕྲ་མ་རྩུབ་ཉིད་དང་།_།མ་འབྲེལ་སྨྲ་བ་ཡང་དག་སྡོམ།_།ཆགས་དང་གནོད་སེམས་མེད་པ་ལ།_།ཉིད་ཀྱི་ལྟ་བ་ཡོངས་སྤོང་བ།_།འདི་དག་ལས་ལམ་དཀར་བཅུ་སྟེ།_།བཟློག་པ་དག་ནི་ནག་པོ་ཡིན།_།ཆང་མི་འཐུང་དང་འཚོ་བ་བཟང་།_།རྣམ་མི་འཚེ་དང་གུས་སྦྱིན་དང་།_།མཆོད་འོས་མཆོད་དང་བྱམས་པ་སྟེ།_།མདོར་ན་ཆོས་ནི་དེ་ཡིན་ནོ
༼ཅོ་༽ ༡པ།,༼པེ་༽ བྱམས་པ་སྟེ།_།མདོར་ན་ཆོས་ནི་དེ་ཡིན་ན,༼སྣར་༽ ༡པ།,
,,,
མཆན་10པ།,༼སྡེ་༽ རྣམ་པར་འཚེ་བས་གནོད་པ་མང་།_།རྐུ་,རྐུ་,།_།ལུས་གདུང་བྱེད་པ་འབའ་ཞིག་ལས།_།ཆོས་མེད་འདི་ལྟར་དེ་ཡིས་ནི།_།གཞན་ལ་གནོད་པ་སྤོང་མེད་ཅིང་།_།གཞན་ལ་ཕན་འདོགས་ཡོད་མ་ཡིན།_།སྦྱིན་དང་ཚུལ་ཁྲིམས་བཟོད་གསལ་བ།_།དམ་ཆོས་ལམ་པོ་ཆེ་ལ་གང་།_།མ་གུས་ལུས་གདུང་གནག་ལམ་ལྟའི།_།ལམ་གོལ་དག་ནས་འགྲོ་བ་དེ།_།འཁོར་བའི་འབྲོག་ནི་མི་བཟད་པའི།_།མཐའ་ཡས་སྐྱེ་བོ་ཤིང་ཅན་དུ།_།ཉོན་མོངས་གདུག་པས་འཁྱུད་པའི་ལུས།_།ཤིན་ཏུ་ཡུན་རིང་འཇུག་པར་འགྱུར།_།གསོད་པ་ཡིས་ནི་ཚེ་ཐུང་འགྱུར།_།རྣམ་པར་འཚེ་བས་གནོད་པ་མང་།_།རྐུ་
༼ཅོ་༽ ༡པ།,༼པེ་༽ འགྱུར།_།རྣམ་པར་འཚེ་བས་གནོད་པ་མང་།_།བརྐུ་,༼སྣར་༽ འགྱུར།_།རྣམ་པར་འཚེ་བས་གནོད་པ་མང་།_།བརྐུ་,
,,,
མཆན་11པ།,༼སྡེ་༽ སྟེ།_།ཕྲ་མ་ཡིས་ནི་བཤེས་དང་འབྱེ,འབྱེ,བ་ཡིས་ནི་ལོངས་སྤྱོད་ཕོངས།_།བྱི་བོ་བྱེད་པས་དགྲ་དང་བཅས།_།བརྫུན་དུ་སྨྲ་བས་སྐུར་བ་སྟེ།_།ཕྲ་མ་ཡིས་ནི་བཤེས་དང་འབྱེ
༼ཅོ་༽ ༡པ།,༼པེ་༽ ༡པ།,༼སྣར་༽ སྐུར་བ་སྟེ།_།ཕྲ་མ་ཡིས་ནི་བཤེས་དང་འབྱེད,
,,,
ཤོག་གྲངས་290པར་ཡོད་པའི་མཆན་12པ།,༼སྡེ་༽ པར་ལྟ་བས་ལྟ་ངན་ཉིད།_།ཆང་འཐུངས་པས་,འཐུངས་པས་,།_།ཚིག་རྩུབ་ཉིད་ཀྱིས་མི་སྙན་ཐོས།_།མ་འབྲེལ་པ་ཡིས་ཚིག་མི་བཙུན།_།བརྣབ་སེམས་ཡིད་ལ་རེ་བ་འཇོམས།_།གནོད་སེམས་འཇིགས་པ་སྦྱིན་པར་བྱེད།_།ལོག་པར་ལྟ་བས་ལྟ་ངན་ཉིད།_།ཆང་འཐུངས་པས་
༼ཅོ་༽ ༡པ།,༼པེ་༽ །_།ལོག་པར་ལྟ་བས་ལྟ་ངན་ཉིད།_།ཆང་འཐུང་བས་,༼སྣར་༽ །_།ལོག་པར་ལྟ་བས་ལྟ་ངན་ཉིད།_།ཆང་འཐུང་བས་,
,,,
མཆན་13པ།,༼སྡེ་༽ ནི་བློ་འཁྲུལ་ཏེ།_།སྦྱིན་པ་མ་བཏང་,བཏང་,ནི་བློ་འཁྲུལ་ཏེ།_།སྦྱིན་པ་མ་བཏང་
༼ཅོ་༽ ༡པ།,༼པེ་༽ ༡པ།,༼སྣར་༽ ནི་བློ་འཁྲུལ་ཏེ།_།སྦྱིན་པ་མ་གཏང་་,
,,,
མཆན་14པ།,༼སྡེ་༽ _།མི་ཉིད་ལ་ནི་འབྲས་བུ་འདི།_།ཀུན་གྱི་,_།ཀུན་གྱི་,དབུལ་བ་ཉིད།_།ལོག་པར་འཚོ་བས་བསླུས་པ་སྟེ།_།ཁེངས་པ་ཡིས་ནི་རིགས་ངན་ཉིད།_།ཕྲག་དོག་གིས་ནི་གཟི་ཆུང་ཉིད།_།ཁྲོ་བས་ཁ་དོག་ངན་པ་ཉིད།_།མཁས་ལ་མི་འདྲི་བླུན་པ་ཉིད།_།མི་ཉིད་ལ་ནི་འབྲས་བུ་འདི།_།ཀུན་གྱི་
༼ཅོ་༽ ༡པ།,༼པེ་༽ བླུན་པ་ཉིད།_།མི་ཉིད་ལ་ནི་འབྲས་བུ་ཉིད།_།ཀུན་གྱིས་,༼སྣར་༽ བླུན་པ་ཉིད།_།མི་ཉིད་ལ་ནི་འབྲས་བུ་ཉིད།_།ཀུན་གྱིས་,
,,,
མཆན་15པ།,༼སྡེ་༽ འགྲོ་ཐམས་ཅད་དོ།_།དགེ་ལས་བདེ་འགྲོ་,འགྲོ་,དང་པོ་ངན་འགྲོར་རོ།_།མི་དགེ་ཞེས་བྱ་དེ་དག་གི_།རྣམ་སྨིན་བསྒྲགས་པ་གང་ཡིན་པ།_།དགེ་བ་དག་ནི་ཐམས་ཅད་ལ།_།འབྲས་བུ་དེ་ནི་བཟློག་སྟེ་འབྱུང་།_།ཆགས་དང་ཞེ་སྡང་གཏི་མུག་དང་།_།དེས་བསྐྱེད་ལས་ནི་མི་དགེ་བ།_།མ་ཆགས་ཞེ་སྡང་གཏི་མུག་མེད།_།དེས་བསྐྱེད་ལས་དེ་དགེ་བ་ཡིན།_།མི་དགེ་བ་ལས་སྡུག་བསྔལ་ཀུན།_།དེ་བཞིན་ངན་འགྲོ་ཐམས་ཅད་དོ།_།དགེ་ལས་བདེ་འགྲོ་
༼ཅོ་༽ ༡པ།,༼པེ་༽ བཞིན་ངན་འགྲོ་ཐམས་ཅད་དོ།_།དགེ་ལས་བདེ་འགྲོར་,༼སྣར་༽ བཞིན་ངན་འགྲོ་ཐམས་ཅད་དོ།_།དགེ་ལས་བདེ་འགྲོར་,
,,,
མཆན་16པ།,༼སྡེ་༽ གཏན་ཚད་མེད་གཟུགས་མེད་ཀྱི།_།ཚངས་སྩོགས་,སྩོགས་,ཐམས་ཅད་དང་།_།སྐྱེ་བ་ཀུན་དུ་བདེ་བ་དག_།ཡིད་དང་ལུས་དང་ངག་གིས་ནི།_།མི་དགེ་ཀུན་ལས་ལྡོག་བྱ་ཞིང་།_།དགེ་ལ་རྟག་ཏུ་འཇུག་བྱ་བ།_།ཆོས་འདི་རྣམ་པ་གཉིས་སུ་བཤད།_།ཆོས་འདིས་དམྱལ་བ་ཡི་དགས་དང་།_།དུད་འགྲོ་དག་ལས་རྣམ་གྲོལ་ཞིང་།_།_ལྷ་དང་མི་ཡི་ནང་དག་ཏུ།_།བདེ་དཔལ་རྒྱལ་སྲིད་རྒྱས་པ་འཐོབ།_།བསམ་གཏན་ཚད་མེད་གཟུགས་མེད་ཀྱི།_།ཚངས་སྩོགས་
༼ཅོ་༽ ༡པ།,༼པེ་༽ །_།བསམ་གཏན་ཚད་མེད་གཟུགས་མེད་ཀྱི།_།ཚངས་སོགས་,༼སྣར་༽ །_།བསམ་གཏན་ཚད་མེད་གཟུགས་མེད་ཀྱི།_།ཚངས་སོགས་,
,,,
མཆན་17པ།,༼སྡེ་༽ བདེ་བ་མྱོང་བར་བྱེད།_།དེ་,དེ་,བདེ་བ་མྱོང་བར་བྱེད།_།དེ་
༼ཅོ་༽ ༡པ།,༼པེ་༽ ༡པ།,༼སྣར་༽ བདེ་བ་མྱོང་བར་བྱེད།_།ད་,
,,,
མཆན་18པ།,༼སྡེ་༽ སྣང་བ་དང་།_།བྱིས་པ་ཐོས་དང་མི་,མི་,ལྟར་མངོན་མཐོའི་ཆོས་འདི་དང་།_།དེ་ཡི་འབྲས་བུ་མདོར་བསྡུས་པའོ།_།ངེས་པར་ལེགས་པའི་ཆོས་དག་ཀྱང་།_།ཕྲ་ཞིང་ཟབ་པར་སྣང་བ་དང་།_།བྱིས་པ་ཐོས་དང་མི་
༼ཅོ་༽ ༡པ།,༼པེ་༽ ༡པ།,༼སྣར་༽ ཟབ་པར་སྣང་བ་དང་།_།བྱིས་པ་ཐོས་དང་མིག,
,,,
ཤོག་གྲངས་291པར་ཡོད་པའི་མཆན་19པ།,༼སྡེ་༽ ཏུ་གསུང་བས་གསུངས།_།བདག་ཡོད་བདག་གིར་,གིར་,ལྡན་ལ།_།སྐྲག་པར་བྱེད་པར་རྒྱལ་བས་གསུངས།_།བདག་ཡོད་མ་ཡིན་ཡོད་མི་འགྱུར།_།བདག་གི་ཡོད་མིན་མི་འགྱུར་ཞེས།_།བྱིས་པ་དག་ནི་དེ་ལྟར་སྐྲག_།མཁས་པ་ལ་ནི་སྐྲག་པ་ཟད།_།སྐྱེ་དགུ་འདི་ནི་མ་ལུས་པ།_།ངར་འཛིན་པ་ལས་བྱུང་བ་དང་།_།ང་ཡིར་འཛིན་ལྡན་སྐྱེ་དགུ་ལ།_།ཕན་པ་གཅིག་ཏུ་གསུང་བས་གསུངས།_།བདག་ཡོད་བདག་གིར་
༼ཅོ་༽ ༡པ།,༼པེ་༽ པ་གཅིག་ཏུ་གསུང་བས་གསུངས།_།བདག་ཡོད་བདག་གི་,༼སྣར་༽ པ་གཅིག་ཏུ་གསུང་བས་གསུངས།_།བདག་ཡོད་བདག་གི་,
,,,
མཆན་20པ།,༼སྡེ་༽ ནས་སུ།_།རང་བཞིན་གཟུགས་བརྙན་སྣང་མོད་,མོད་,ཡོད་ཅེས་པ།_།འདི་ནི་དམ་པའི་དོན་དུ་ལོག_།གང་ཕྱིར་ཡང་དག་ཇི་ལྟ་བ།_།ཡོངས་སུ་ཤེས་པས་གཉིས་མི་འབྱུང་།_།ངར་འཛིན་ལས་བྱུང་ཕུང་པོ་རྣམས།_།ངར་འཛིན་དེ་ནི་དོན་དུ་བརྫུན།_།གང་གིས་ས་བོན་བརྫུན་པ་དེའི།_།སྐྱེ་བ་བདེན་པ་ག་ལ་ཞིག_།ཕུང་པོ་དེ་ལྟར་མི་བདེན་པར།_།མཐོང་ནས་ངར་འཛིན་སྤོང་བར་འགྱུར།_།ངར་འཛིན་པ་དག་སྤངས་ནས་ནི།_།ཕྱིས་ནི་ཕུང་པོ་འབྱུང་མི་འགྱུར།_།ཇི་ལྟར་མེ་ལོང་བརྟེན་ནས་སུ།_།རང་བཞིན་གཟུགས་བརྙན་སྣང་མོད་
༼ཅོ་༽ ༡པ།,༼པེ་༽ ༡པ།,༼སྣར་༽ ལོང་བརྟེན་ནས་སུ།_།རང་བཞིན་གཟུགས་བརྙན་སྣང་མོས་,
,,,
མཆན་21པ།,༼སྡེ་༽ ནི་ཡང་དག་ཉིད་དུ་ན།_།ཅུང་ཟད་,ཟད་,ཀྱི།_།དེ་ནི་ཡང་དག་ཉིད་དུ་ན།_།ཅུང་ཟད་
༼ཅོ་༽ ༡པ།,༼པེ་༽ ༡པ།,༼སྣར་༽ །_།དེ་ནི་ཡང་དག་ཉིད་དུ་ན།_།ཅུང་བཟད་,
,,,
མཆན་22པ།,༼སྡེ་༽ བརྙན་བཞིན།_།ཡང་དག་ཉིད་དུ་དེ་འགའ་,འགའ་,ཀྱང་ནི་ཡོད་མིན་པ།_།དེ་བཞིན་ཕུང་པོ་རྣམས་བརྟེན་ནས།_།ངར་འཛིན་པ་ནི་དམིགས་པར་འགྱུར།_།རང་གི་བཞིན་གྱི་གཟུགས་བརྙན་བཞིན།_།ཡང་དག་ཉིད་དུ་དེ་འགའ་
༼ཅོ་༽ གྱི་གཟུགས་བརྙན་བཞིན།_།ཡང་དག་ཉིད་དུ་དེ་དགའ་,༼པེ་༽ གྱི་གཟུགས་བརྙན་བཞིན།_།ཡང་དག་ཉིད་དུ་དེ་དགའ་,༼སྣར་༽ གྱི་གཟུགས་བརྙན་བཞིན།_།ཡང་དག་ཉིད་དུ་དེ་དགའ་,
,,,
མཆན་23པ།,༼སྡེ་༽ ཡི་དོན་ཐོས་ནས།_།ཆོས་ལ་མིག་འཐོབ་,འཐོབ་,མེད།_།ཇི་ལྟར་མེ་ལོང་མ་བརྟེན་པར།_།རང་བཞིན་གཟུགས་བརྙན་མི་སྣང་ལྟར།_།ཕུང་པོ་རྣམས་ལ་མ་བརྟེན་པར།_།ངར་འཛིན་པ་ཡང་དེ་དང་འདྲ།_།འཕགས་པ་ཀུན་དགའ་བོ་ཡིས་ནི།_།དེ་ལྟ་བུ་ཡི་དོན་ཐོས་ནས།_།ཆོས་ལ་མིག་འཐོབ་
༼ཅོ་༽ ༡པ།,༼པེ་༽ ལྟ་བུ་ཡི་དོན་ཐོས་ནས།_།ཆོས་ལ་མིག་ཐོབ་,༼སྣར་༽ ལྟ་བུ་ཡི་དོན་ཐོས་ནས།_།ཆོས་ལ་མིག་ཐོབ་,
,,,
མཆན་24པ།,༼སྡེ་༽ བདག་ཉིད་ཀྱིས,ཀྱིས,བདག་ཉིད་ཀྱིས
༼ཅོ་༽ ༡པ།,༼པེ་༽ བདག་ཉིད་ཀྱི,༼སྣར་༽ བདག་ཉིད་ཀྱི,
,,,
མཆན་25པ།,༼སྡེ་༽ སྨྲས།_།ཇི་སྲིད་ཕུང་པོར་འཛིན་ཡོད་པར,པར,།_།དགེ་སློང་རྣམས་ལ་བཟླས་ཏེ་སྨྲས།_།ཇི་སྲིད་ཕུང་པོར་འཛིན་ཡོད་པར
༼ཅོ་༽ ༡པ།,༼པེ་༽ བཟླས་ཏེ་སྨྲས།_།ཇི་སྲིད་ཕུང་པོར་འཛིན་ཡོད་པ,༼སྣར་༽ བཟླས་ཏེ་སྨྲས།_།ཇི་སྲིད་ཕུང་པོར་འཛིན་ཡོད་པ,
,,,
མཆན་26པ།,༼སྡེ་༽ ཡི།_།དཀྱིལ་འཁོར་ལྟ་བུར་ཕན་ཚུན་གྱི,གྱི,།_།དེ་སྲིད་དེ་ལ་ངར་འཛིན་ཡོད།_།ངར་འཛིན་ཡོད་ན་ཡང་ལས་ཏེ།_།དེ་ལས་ཡང་ནི་སྐྱེ་བ་ཡིན།_།ལམ་གསུམ་ཐོག་མཐའ་དབུས་མེད་པ།_།འཁོར་བའི་དཀྱིལ་འཁོར་མགལ་མེ་ཡི།_།དཀྱིལ་འཁོར་ལྟ་བུར་ཕན་ཚུན་གྱི
༼ཅོ་༽ ༡པ།,༼པེ་༽ མགལ་མེ་ཡི།_།དཀྱིལ་འཁོར་ལྟ་བུར་ཕན་ཚུན་གྱིས,༼སྣར་༽ ༡པ།,
,,,
ཤོག་གྲངས་292པར་ཡོད་པའི་མཆན་27པ།,༼སྡེ་༽ པར་གྱུར་ན་ཁྱོད་མི་འཇིགས།_།འདིར་ནི་,ནི་,།_།རྒྱུ་ཅན་འདི་ནི་འཁོར་བར་འགྱུར།_།དེ་ནི་རང་གཞན་གཉིས་ཀ་དང་།_།དུས་གསུམ་ཉིད་དུའང་མ་ཐོབ་ཕྱིར།_།ངར་འཛིན་པ་ནི་ཟད་པར་འགྱུར།_།དེ་ནས་ལས་དང་སྐྱེ་བ་ཡང་།_།དེ་ལྟར་རྒྱུ་འབྲས་སྐྱེ་བ་དང་།_།དེ་དག་ཟད་པ་ཉིད་མཐོང་ནས།_།ཡང་དག་ཉིད་དུ་འཇིག་རྟེན་ལ།_།ཡོད་མེད་ཉིད་དུ་མི་སེམས་སོ།_།སྡུག་བསྔལ་ཐམས་ཅད་ཟད་པ་ཡིས།_།ཆོས་འདི་ཐོས་ནས་རྟོག་མེད་པ།_།མི་འཇིགས་གནས་ལ་སྡར་བ་དག_།ཡོངས་སུ་མི་ཤེས་ཕྱིར་སྐྲག་གོ།_།མྱ་ངན་འདས་ལ་འདི་དག་ཀུན།_།མེད་པར་གྱུར་ན་ཁྱོད་མི་འཇིགས།_།འདིར་ནི་
༼ཅོ་༽ ༡པ།,༼པེ་༽ །_།མེད་པར་གྱུར་ན་ཁྱོད་མི་འཇིགས།_།འདིར་དེ་,༼སྣར་༽ །_།མེད་པར་གྱུར་ན་ཁྱོད་མི་འཇིགས།_།འདིར་དེ་,
,,,
མཆན་28པ།,༼སྡེ་༽ ཁྱོད་ནི་ཇི་སྟེ་འཇིགས་པར་བྱེད།_།ཐར་,ཐར་,མེད་པར་བཤད་པ་ལ།_།ཁྱོད་ནི་ཇི་སྟེ་འཇིགས་པར་བྱེད།_།ཐར་
༼ཅོ་༽ ༡པ།,༼པེ་༽ ལ།_།ཁྱོད་ནི་ཇི་སྟེ་འཇིགས་པར་བྱེད།_།མཐར་,༼སྣར་༽ ལ།_།ཁྱོད་ནི་ཇི་སྟེ་འཇིགས་པར་བྱེད།_།མཐར་,
,,,
མཆན་29པ།,༼སྡེ་༽ པོ་མེད།_།གལ་ཏེ་ཐར་པ་དེ་འདྲར་,འདྲར་,ལ་བདག་མེད་ཕུང་པོ་མེད།_།གལ་ཏེ་ཐར་པ་དེ་འདྲར་
༼ཅོ་༽ ༡པ།,༼པེ་༽ ༡པ།,༼སྣར་༽ མེད་ཕུང་པོ་མེད།_།གལ་ཏེ་ཐར་པ་དེ་འདྲ་,
,,,
མཆན་30པ།,༼སྡེ་༽ དང་བསོད་ནམས་ལས་འདས་པ།_།དེ་ཡིས་,ཡིས་,འདོད།_།བདག་དང་ཕུང་པོ་གསལ་བ་ལ།_།འདིར་ནི་ཁྱོད་ཀོ་ཅིས་མི་དགའ།_།མྱ་ངན་འདས་པ་དངོས་མེད་པའང་།_།མིན་ན་དེ་དངོས་ག་ལ་ཡིན།_།དངོས་དང་དངོས་མེད་དེར་འཛིན་པ།_།ཟད་པ་མྱ་ངན་འདས་ཤེས་བྱའོ།_།མདོར་ན་མེད་པར་ལྟ་བ་ཉིད།_།ལས་ཀྱི་འབྲས་བུ་མེད་ཅེས་པ།_།བསོད་ནམས་མ་ཡིན་ངན་སོང་བ།_།དེ་ནི་ལོག་པར་ལྟ་ཞེས་བཤད།_།མདོར་ན་ཡོད་པར་ལྟ་བ་ཉིད།_།ལས་ཀྱི་འབྲས་བུ་ཡོད་ཅེས་པ།_།བསོད་ནམས་བདེ་འགྲོ་རྒྱུ་མཐུན་པ།_།ཡང་དག་ལྟ་བ་ཞེས་བཤད་དོ།_།ཤེས་པས་མེད་དང་ཡོད་ཞིའི་ཕྱིར།_།སྡིག་དང་བསོད་ནམས་ལས་འདས་པ།_།དེ་ཡིས་
༼ཅོ་༽ ༡པ།,༼པེ་༽ །_།སྡིག་དང་བསོད་ནམས་ལས་འདས་པ།_།དེ་ཡི་,༼སྣར་༽ །_།སྡིག་དང་བསོད་ནམས་ལས་འདས་པ།_།དེ་ཡི་,
,,,
མཆན་31པ།,༼སྡེ་༽ རྒྱུ་མིན་དོན་དུ་རྒྱུ་མེད་དོ།_།བཏགས་,བཏགས་,ངན་འགྲོ་བདེ་འགྲོ་ལ།_།དེ་ནི་ཐར་པར་དམ་པས་བཤད།_།རྒྱུ་དང་བཅས་པས་སྐྱེ་མཐོང་བས།_།མེད་པ་ཉིད་ལས་འདས་པ་ཡིན།_།རྒྱུ་དང་བཅས་པས་འགག་མཐོང་བས།_།ཡོད་པ་ཉིད་དུའང་ཁས་མི་ལེན།_།སྔར་སྐྱེས་པ་དང་ལྷན་ཅིག་སྐྱེས།_།རྒྱུ་མིན་དོན་དུ་རྒྱུ་མེད་དོ།_།བཏགས་
༼ཅོ་༽ ༡པ།,༼པེ་༽ སྐྱེས།_།རྒྱུ་མིན་དོན་དུ་རྒྱུ་མེད་དོ།_།གཏགས་,༼སྣར་༽ སྐྱེས།_།རྒྱུ་མིན་དོན་དུ་རྒྱུ་མེད་དོ།_།གཏགས་,
,,,
མཆན་32པ།,༼སྡེ་༽ ངུ་བཞིན།_།འདི་སྐྱེས་པས་ན་འདི་སྐྱེ་,སྐྱེ་,དང་ཡང་དག་ཉིད་དུ་ན།_།སྐྱེ་བའང་རབ་ཏུ་མ་གྲགས་ཕྱིར།_།འདི་ཡོད་པས་ན་འདི་འབྱུང་དཔེར།_།རིང་པོ་ཡོད་པས་ཐུང་ངུ་བཞིན།_།འདི་སྐྱེས་པས་ན་འདི་སྐྱེ་
༼ཅོ་༽ ༡པ།,༼པེ་༽ པས་ཐུང་ངུ་བཞིན།_།འདི་སྐྱེས་པས་ན་འདི་སྐྱེས་,༼སྣར་༽ པས་ཐུང་ངུ་བཞིན།_།འདི་སྐྱེས་པས་ན་འདི་སྐྱེས་,
,,,
མཆན་33པ།,༼སྡེ་༽ མར་མེ་བྱུང་བ་མེད་པའི་ཕྱིར།_།འོན་,འོན་,དཔེར།_།མར་མེ་བྱུང་བས་འོད་བཞིན་ནོ།_།རིང་བོ་ཡོད་ན་ཐུང་ངུ་ཉིད།_།རང་གི་ངོ་བོ་ལས་མ་ཡིན།_།མར་མེ་བྱུང་བ་མེད་པའི་ཕྱིར།_།འོན་
